ID,Kingdom,Phylum,Class,Order,Family,Genus,Figure 3b,Figure 4 & 5,Day 0,Day 24,Day 181,Day 217,Day 356,Day 372,TOTAL
ASV352,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,uncultured,ASV <2% abundance,None,0,0,0.000188406,0,0,0.00026087,7.49E-05
ASV404,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0.000246377,0.000188406,0,0,0,0,7.25E-05
ASV437,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,uncultured,ASV <2% abundance,None,0,0.000434783,0,0,0,0,7.25E-05
ASV443,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcaceae_unclassified,ASV <2% abundance,None,0,0.00042029,0,0,0,0,7.00E-05
ASV395,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardiaceae_unclassified,ASV <2% abundance,None,0.00042029,0,0,0,0,0,7.00E-05
ASV333,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV <2% abundance,None,0.00042029,0,0,0,0,0,7.00E-05
ASV380,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0,0,0,0.000405797,0,6.76E-05
ASV408,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.000246377,0.00015942,0,0,0,0,6.76E-05
ASV363,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000405797,0,0,0,0,0,6.76E-05
ASV455,Bacteria,Armatimonadetes,Armatimonadetes_unclassified,Armatimonadetes_unclassified,Armatimonadetes_unclassified,Armatimonadetes_unclassified,ASV <2% abundance,None,0,0.000391304,0,0,0,0,6.52E-05
ASV425,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000130435,0.000173913,8.70E-05,0,0,0,6.52E-05
ASV366,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonosporaceae_unclassified,ASV <2% abundance,None,0.000246377,0,0,0.000115942,0,2.90E-05,6.52E-05
ASV389,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0.000231884,0.00015942,0,0,0,0,6.52E-05
ASV353,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,ASV <2% abundance,None,0,0,0.000130435,7.25E-05,0.000101449,7.25E-05,6.28E-05
ASV356,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,8.70E-05,2.90E-05,0.000202899,5.80E-05,6.28E-05
ASV384,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000376812,0,0,0,0,0,6.28E-05
ASV336,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,ASV <2% abundance,None,0,0,0,0,0.000202899,0.000173913,6.28E-05
ASV365,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,ASV <2% abundance,None,0,0,0,0.000144928,8.70E-05,0.000144928,6.28E-05
ASV349,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0,0,8.70E-05,0.000173913,0.000115942,0,6.28E-05
ASV378,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,ASV <2% abundance,None,0,0,0.000202899,7.25E-05,8.70E-05,0,6.04E-05
ASV434,Bacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,ASV <2% abundance,None,0.000115942,0.000231884,0,0,0,0,5.80E-05
ASV472,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0.000347826,0,0,0,0,5.80E-05
ASV412,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,ASV <2% abundance,None,0.000347826,0,0,0,0,0,5.80E-05
ASV474,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,ASV <2% abundance,None,0,0.000347826,0,0,0,0,5.80E-05
ASV440,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,ASV <2% abundance,None,0.000217391,0.000115942,0,0,0,0,5.56E-05
ASV433,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000333333,0,0,0,0,0,5.56E-05
ASV473,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Fonticella,ASV <2% abundance,None,0,0.000333333,0,0,0,0,5.56E-05
ASV393,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,ASV <2% abundance,None,0.000333333,0,0,0,0,0,5.56E-05
ASV442,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Solibacteraceae_(Subgroup_3)_unclassified,ASV <2% abundance,None,0.000115942,0.000115942,0.000101449,0,0,0,5.56E-05
ASV483,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Halorhodospiraceae,uncultured,ASV <2% abundance,None,0,0.000333333,0,0,0,0,5.56E-05
ASV493,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0.000318841,0,0,0,0,5.31E-05
ASV377,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0,0.000188406,0,0.000130435,0,5.31E-05
ASV387,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.000318841,0,0,0,0,0,5.31E-05
ASV450,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcaceae_unclassified,ASV <2% abundance,None,8.70E-05,0.000231884,0,0,0,0,5.31E-05
ASV492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas,ASV <2% abundance,None,0,0.000318841,0,0,0,0,5.31E-05
ASV394,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriales_unclassified,Corynebacteriales_unclassified,ASV <2% abundance,None,0.000304348,0,0,0,0,0,5.07E-05
ASV374,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,ASV <2% abundance,None,0,0,5.80E-05,0.000101449,7.25E-05,5.80E-05,4.83E-05
ASV461,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,5.80E-05,0.000231884,0,0,0,0,4.83E-05
ASV504,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Family_XI_ge,ASV <2% abundance,None,0,0.000289855,0,0,0,0,4.83E-05
ASV381,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,ASV <2% abundance,None,0,0,0,0,0,0.000289855,4.83E-05
ASV452,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillaceae_unclassified,ASV <2% abundance,None,0,8.70E-05,7.25E-05,0.000130435,0,0,4.83E-05
ASV451,Bacteria,Planctomycetes,Phycisphaerae,Pla1_lineage,Pla1_lineage_fa,Pla1_lineage_ge,ASV <2% abundance,None,8.70E-05,0.000101449,0.000101449,0,0,0,4.83E-05
ASV415,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9_fa,RBG-13-54-9_ge,ASV <2% abundance,None,2.90E-05,0.000130435,7.25E-05,5.80E-05,0,0,4.83E-05
ASV417,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,ASV <2% abundance,None,0,0,0.000130435,5.80E-05,8.70E-05,1.45E-05,4.83E-05
ASV429,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0.000275362,0,0,0,0,0,4.59E-05
ASV509,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0,0.000275362,0,0,0,0,4.59E-05
ASV370,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,ASV <2% abundance,None,0,0,0.000144928,5.80E-05,2.90E-05,4.35E-05,4.59E-05
ASV510,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0.000275362,0,0,0,0,4.59E-05
ASV392,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV <2% abundance,None,0,0,0,0,0.000188406,8.70E-05,4.59E-05
ASV386,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonadaceae_unclassified,ASV <2% abundance,None,0,0,0,0.000202899,5.80E-05,0,4.35E-05
ASV421,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,8.70E-05,7.25E-05,4.35E-05,5.80E-05,4.35E-05
ASV403,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotogaceae_unclassified,ASV <2% abundance,None,0,0,0,0.00026087,0,0,4.35E-05
ASV418,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,ASV <2% abundance,None,0.00026087,0,0,0,0,0,4.35E-05
ASV518,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,possible_genus_Sk018,ASV <2% abundance,None,0,0.00026087,0,0,0,0,4.35E-05
ASV441,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0.000144928,0,5.80E-05,2.90E-05,0,2.90E-05,4.35E-05
ASV482,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,ASV <2% abundance,None,0.000101449,0.00015942,0,0,0,0,4.35E-05
ASV445,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,ASV <2% abundance,None,0,0,0.000130435,0.000130435,0,0,4.35E-05
ASV409,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0.000144928,0,0.000101449,0,0,0,4.11E-05
ASV523,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,ASV <2% abundance,None,0,0.000246377,0,0,0,0,4.11E-05
ASV525,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Hathewaya,ASV <2% abundance,None,0,0.000246377,0,0,0,0,4.11E-05
ASV524,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Monashia,ASV <2% abundance,None,0,0.000246377,0,0,0,0,4.11E-05
ASV466,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Mumia,ASV <2% abundance,None,0.000246377,0,0,0,0,0,4.11E-05
ASV463,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,RBG-16-49-21,ASV <2% abundance,None,0,0,0.000101449,0.000101449,0,4.35E-05,4.11E-05
ASV439,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,ASV <2% abundance,None,0.000246377,0,0,0,0,0,4.11E-05
ASV423,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,ASV <2% abundance,None,0,0,0.000130435,0.000101449,0,0,3.86E-05
ASV411,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0,7.25E-05,0,0.00015942,0,3.86E-05
ASV480,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.000231884,0,0,0,0,0,3.86E-05
ASV432,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,7.25E-05,0.00015942,0,0,3.86E-05
ASV505,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0.000231884,0,0,0,0,3.86E-05
ASV449,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillales_unclassified,Lactobacillales_unclassified,ASV <2% abundance,None,0.000231884,0,0,0,0,0,3.86E-05
ASV446,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Marinibaculum,ASV <2% abundance,None,0,0,0,1.45E-05,0.00015942,5.80E-05,3.86E-05
ASV533,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,ASV <2% abundance,None,0,0.000202899,0,0,2.90E-05,0,3.86E-05
ASV532,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcaceae_unclassified,ASV <2% abundance,None,0,0.000231884,0,0,0,0,3.86E-05
ASV530,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,ASV <2% abundance,None,0,0.000231884,0,0,0,0,3.86E-05
ASV459,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0.000231884,0,0,0,0,0,3.86E-05
ASV457,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,ASV <2% abundance,None,0,0,0.000130435,0,0.000101449,0,3.86E-05
ASV531,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Verticia,ASV <2% abundance,None,0,0.000231884,0,0,0,0,3.86E-05
ASV542,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0.000217391,0,0,0,0,3.62E-05
ASV468,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified,ASV <2% abundance,None,0,0,0,0.000217391,0,0,3.62E-05
ASV490,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_4,Clostridiaceae_4_unclassified,ASV <2% abundance,None,0.000217391,0,0,0,0,0,3.62E-05
ASV467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,ASV <2% abundance,None,4.35E-05,0,0.000101449,7.25E-05,0,0,3.62E-05
ASV502,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0.000202899,0,0,0,0,0,3.38E-05
ASV465,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0,0,0,0,0.000202899,3.38E-05
ASV470,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,ASV <2% abundance,None,0.000202899,0,0,0,0,0,3.38E-05
ASV549,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae_unclassified,ASV <2% abundance,None,0,0.000202899,0,0,0,0,3.38E-05
ASV478,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacteraceae_unclassified,ASV <2% abundance,None,0,0,0,0,0.000130435,7.25E-05,3.38E-05
ASV388,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified,ASV <2% abundance,None,0,0,0,0,0.000202899,0,3.38E-05
ASV479,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV <2% abundance,None,0,0,0,0,0,0.000202899,3.38E-05
ASV506,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,ASV <2% abundance,None,0,0,7.25E-05,5.80E-05,5.80E-05,0,3.14E-05
ASV448,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ASV <2% abundance,None,0,0,0,0,0,0.000188406,3.14E-05
ASV560,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerosphaera,ASV <2% abundance,None,0,0.000188406,0,0,0,0,3.14E-05
ASV488,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,0,0,0.000188406,0,3.14E-05
ASV499,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,5.80E-05,0,0,0,0.000130435,0,3.14E-05
ASV508,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,8.70E-05,0,8.70E-05,0,1.45E-05,0,3.14E-05
ASV438,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerae_unclassified,Phycisphaerae_unclassified,Phycisphaerae_unclassified,ASV <2% abundance,None,0,0,0,4.35E-05,7.25E-05,7.25E-05,3.14E-05
ASV444,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified,ASV <2% abundance,None,0,0,0.000115942,7.25E-05,0,0,3.14E-05
ASV469,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,ASV <2% abundance,None,0,0,0,0,0.000101449,7.25E-05,2.90E-05
ASV535,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,ASV <2% abundance,None,0,0,1.45E-05,5.80E-05,0.000101449,0,2.90E-05
ASV460,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.000173913,0,0,0,0,0,2.90E-05
ASV568,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,ASV <2% abundance,None,0,0.000173913,0,0,0,0,2.90E-05
ASV516,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000173913,0,0,0,0,0,2.90E-05
ASV570,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV <2% abundance,None,0,0.000173913,0,0,0,0,2.90E-05
ASV548,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,possible_genus_Sk018,ASV <2% abundance,None,0.000173913,0,0,0,0,0,2.90E-05
ASV507,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,ASV <2% abundance,None,0,0,0,0.000173913,0,0,2.90E-05
ASV494,Bacteria,Actinobacteria,WCHB1-81,WCHB1-81_or,WCHB1-81_fa,WCHB1-81_ge,ASV <2% abundance,None,0,0,2.90E-05,7.25E-05,4.35E-05,2.90E-05,2.90E-05
ASV577,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium]_coprostanoligenes_group,ASV <2% abundance,None,0,0.00015942,0,0,0,0,2.66E-05
ASV489,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ASV <2% abundance,None,0,0,0,0,0,0.00015942,2.66E-05
ASV453,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,ADurb.Bin120,ASV <2% abundance,None,0,0,0,0,7.25E-05,8.70E-05,2.66E-05
ASV476,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,ASV <2% abundance,None,0,0,0,0,0.00015942,0,2.66E-05
ASV527,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,ASV <2% abundance,None,0,0,0,0,7.25E-05,8.70E-05,2.66E-05
ASV497,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0.00015942,0,0,0,0,0,2.66E-05
ASV517,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.00015942,0,0,0,0,0,2.66E-05
ASV522,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.00015942,0,0,0,0,0,2.66E-05
ASV539,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.00015942,0,0,0,0,0,2.66E-05
ASV498,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales_unclassified,Micrococcales_unclassified,ASV <2% abundance,None,0.00015942,0,0,0,0,0,2.66E-05
ASV487,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,ASV <2% abundance,None,0,0,0,0.00015942,0,0,2.66E-05
ASV462,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,ASV <2% abundance,None,0,0,7.25E-05,4.35E-05,4.35E-05,0,2.66E-05
ASV519,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,ASV <2% abundance,None,0,0,5.80E-05,0.000101449,0,0,2.66E-05
ASV485,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,ASV <2% abundance,None,0,0,5.80E-05,8.70E-05,0,0,2.42E-05
ASV528,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0.000144928,0,0,0,0,0,2.42E-05
ASV475,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,ASV <2% abundance,None,0,0,4.35E-05,2.90E-05,7.25E-05,0,2.42E-05
ASV529,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gottschalkia,ASV <2% abundance,None,0.000144928,0,0,0,0,0,2.42E-05
ASV545,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1,ASV <2% abundance,None,0.000144928,0,0,0,0,0,2.42E-05
ASV477,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistaceae_unclassified,ASV <2% abundance,None,0,0,0,0,0.000115942,2.90E-05,2.42E-05
ASV557,Bacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,ASV <2% abundance,None,0.000130435,0,0,0,0,0,2.17E-05
ASV540,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0.000130435,0,0,0,0,0,2.17E-05
ASV597,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,ASV <2% abundance,None,0,0.000130435,0,0,0,0,2.17E-05
ASV598,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,ASV <2% abundance,None,0,0.000130435,0,0,0,0,2.17E-05
ASV484,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,ASV <2% abundance,None,0,0,0.000130435,0,0,0,2.17E-05
ASV495,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Parvibaculum,ASV <2% abundance,None,0,0,0,0,8.70E-05,4.35E-05,2.17E-05
ASV559,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,ASV <2% abundance,None,5.80E-05,0,0,2.90E-05,0,4.35E-05,2.17E-05
ASV521,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ASV <2% abundance,None,0,0,0,0,0,0.000115942,1.93E-05
ASV574,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,ASV <2% abundance,None,0,0,0,0,5.80E-05,5.80E-05,1.93E-05
ASV592,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Azohydromonas,ASV <2% abundance,None,0,0,0,0.000115942,0,0,1.93E-05
ASV541,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,2.90E-05,0,4.35E-05,4.35E-05,0,0,1.93E-05
ASV471,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_unclassified,ASV <2% abundance,None,0.000115942,0,0,0,0,0,1.93E-05
ASV491,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000115942,0,0,0,0,0,1.93E-05
ASV576,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0.000115942,0,0,0,0,0,1.93E-05
ASV594,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0.000115942,0,0,0,0,0,1.93E-05
ASV514,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,ASV <2% abundance,None,0,0,0,4.35E-05,4.35E-05,2.90E-05,1.93E-05
ASV565,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,ASV <2% abundance,None,0.000101449,0,0,0,0,0,1.69E-05
ASV607,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,ASV <2% abundance,None,0,8.70E-05,0,0,0,1.45E-05,1.69E-05
ASV586,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,ASV <2% abundance,None,0.000101449,0,0,0,0,0,1.69E-05
ASV550,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,ASV <2% abundance,None,0,0,0.000101449,0,0,0,1.69E-05
ASV512,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,ASV <2% abundance,None,0,0,8.70E-05,1.45E-05,0,0,1.69E-05
